Alive server list: LCC,MIT,CAMBRI,OXFORD,NKFUST,HKSYU,USTL,
Failed server list: BL,
111076342931866,,1671-3605,
111076342931874,,1671-3710,
111076342932880,,1671-3753,
111076342932886,,1671-380X,
111076342932888,,1671-3818,
111076342932890,,1671-3826,
111076342932896,,1671-3877,
111076342932898,,1671-3885,
111076342932908,,1671-394X,
111076342932910,,1671-3966,
111076342932912,,1671-3974,
111076342932914,,1671-3982,
111076342932918,,1671-4008,
111076342932922,,1671-4040,
111076342932924,,1671-4067,
111076342932930,,1671-4113,
111076342932934,,1671-4156,
111076342932938,,1671-4172,
111076342932940,,1671-4180,
111076342932942,,1671-4210,
111076342932954,,1671-4288,
111076342933956,,1671-4318,
111076342933958,,1671-4326,
111076342933962,,1671-4342,
111076342933968,,1671-4385,
111076342933972,,1671-4407,
111076342933978,,1671-444X,
111076342933982,,1671-4466,
111076342933996,,1671-4571,
111076342933998,,1671-4598,
111076342934000,,1671-4601,
111076342934002,,1671-461X,
111076342934004,,1671-4628,
111076342934006,,1671-4636,
111076342934008,,1671-4644,
111076342934012,,1671-4660,
111076342934018,,1671-4709,
111076342934020,,1671-4717,
111076342934022,,1671-4733,
111076342934024,,1671-4741,
111076342935028,,1671-4776,
111076342935032,,1671-4792,
111076342935034,,1671-4806,
111076342935036,,1671-4814,
111076342935038,,1671-4830,
111076342935042,,1671-4881,
111076342935044,,1671-489X,
111076342935046,,1671-4911,
111076342935052,,1671-4954,
111076342935054,,1671-4970,
111076342935058,,1671-5004,
111076342935062,,1671-5039,
111076342935064,,1671-5047,
111076342935066,,1671-5055,
111076342935068,,1671-5071,
111076342935070,,1671-508X,
111076342935072,,1671-5098,
111076342935074,,1671-5101,
111076342935078,,1671-5136,
111076342935080,,1671-5144,
111076342935084,,1671-5179,
111076342935088,,1671-5195,
111076342935090,,1671-5241,
111076342936104,,1671-5330,
111076342936110,,1671-5381,
111076342936112,,1671-539X,
111076342936114,,1671-542X,
111076342936120,,1671-5454,
111076342936126,,1671-587X,
111076342936128,,1671-5896,
111076342936130,,1671-5918,
111076342936134,,1671-5934,
111076342936136,,1671-5950,
111076342936138,,1671-5985,
111076342936142,,1671-6019,
111076342936152,,1671-6116,
111076342936154,,1671-6124,
111076342936156,,1671-6132,
111076342937162,,1671-6191,
111076342937164,,1671-6205,
111076342937168,,1671-623X,
111076342937170,,1671-6264,
111076342937176,,1671-6345,
111076342937178,,1671-6353,
111076342937186,,1671-6469,
111076342937190,,1671-6493,
111076342937196,,2095-6924,
111076342937198,,1671-654X,
111076342937202,,1671-6574,
111076342937206,,1671-6590,
111076342937208,,1671-6604,
111076342937214,,1671-6639,
111076342937218,,1671-6671,
111076342937220,,1671-6698,
111076342937222,,1671-671X,
111076342937224,,1671-6728,
111076342937226,,1671-6795,
111076342937228,,1671-6825,
111076342937232,,1671-6841,
111076342938234,,1671-685X,
111076342938240,,1671-6906,
111076342938242,,1671-6914,
111076342938244,,1671-6922,
111076342938246,,1671-6973,
111076342938252,,1671-7104,
111076342938254,,1671-7112,
111076342938256,,1671-7120,
111076342938260,,1671-7155,
111076342938262,,1671-7171,
111076342938268,,1671-7252,
111076342938270,,1671-7287,
111076342938272,,1671-7295,
111076342938280,,1671-7406,
111076342938282,,1671-7414,
111076342938286,,1671-7465,
111076342938288,,1671-7473,
111076342938290,,1671-749X,
111076342938292,,1671-7503,
111076342938294,,1671-7554,
111076342938296,,1671-7562,
111076342938304,,1671-7708,
111076342939306,,1671-7724,
111076342939314,,1671-7783,
111076342939318,,1671-7813,
111076342939320,,1671-783X,
111076342939322,,1671-7848,
111076342939324,,1671-7902,
111076342939330,,1671-8038,
111076342939332,,1671-8135,
111076342939334,,1671-816X,
111076342939336,,1671-8186,
111076342939342,,1671-8348,
111076342939344,,1671-8356,
111076342939346,,1671-8372,
111076342939350,,1671-850X,
111076342939352,,1671-8518,
111076342939354,,1671-8585,
111076342939360,,1671-8658,
111076342939366,,1671-8771,
111076342939372,,1671-8836,
111076342940376,,1671-8852,
111076342940378,,1671-8860,
111076342940384,,1671-8895,
111076342940386,,1671-8909,
111076342940396,,1671-9255,
111076342940402,,1671-9352,
111076342940408,,1671-9492,
111076342940414,,1671-9840,
111076342940430,,1672-0261,
111076342940436,,1672-0385,
111076342940442,,1672-0458,
111076342940444,,1672-0571,
111076342940446,,1672-0741,
111076342940448,,1672-0768,
111076342941454,,1672-0962,
111076342941456,,1672-1152,
111076342941462,,1672-1365,
111076342941466,,1672-1500,
111076342941470,,1672-1667,
111076342941474,,1672-190X,
111076342941476,,1672-1926,
111076342941478,,1672-1993,
111076342941482,,1672-2108,
111076342941486,,1672-2272,
111076342941490,,1672-2302,
111076342941492,,1672-2418,
111076342941500,,1672-2507,
111076342941502,,1672-2531,
111076342941506,,1672-2655,
111076342941508,,1672-2701,
111076342941514,,1672-2825,
111076342941518,,1672-2876,
111076342941520,,1672-3066,
111076342942528,,1672-3163,
111076342942536,,1672-3570,
111076342942540,,1672-3600,
111076342942542,,1672-3619,
111076342942546,,1672-3708,
111076342942554,,1672-3937,
111076342942560,,1672-4127,
111076342942562,,1672-4194,
111076342942564,,1672-4321,
111076342942566,,1672-4364,
111076342942572,,1672-4739,
111077514647000,,1479-1226,
111077514647002,,1479-1234,
111077514647004,,1479-5949,
111077514647006,,1479-5973,
111077820648008,,0122-0152,
111077820648020,,0173-623X,
111077820648024,,0175-1336,
111077820648028,,0175-8047,
111077820648030,,0176-649X,
111077820648036,,0177-7335,
111077820648038,,0179-2431,
111077820649068,,0373-319X,
111077820649070,,0378-7222,
111077820649072,,0405-0282,
111077820649076,,0433-7050,
111077820649078,,0438-4717,
111077820649090,,0723-8959,
111077820649102,,0758-1858,
111077820650116,,0931-1904,
111077820650128,,0937-2628,
111077820650132,,0937-924X,
111077820650136,,0938-9903,
111077820650138,,0941-3200,
111077820650142,,0943-0091,
111077820650150,,0944-6222,
111077820650152,,0945-3164,
111077820650154,,0946-5022,
111077820650156,,0947-3211,2194-2129
111077820650158,,0948-6135,
111077820650170,,0997-4547,
111077820650174,,1015-3047,1609-7246
111077820650178,,1019-4290,
111077820650180,,1019-8288,
111077820651192,,1021-9242,
111077820651194,,1025-5044,
111077820651198,,1025-9392,
111077820651212,,1031-0606,
111077820651218,,1131-8910,
111077820651220,,1132-175X,2171-6323
111077820651224,,1135-6286,
111077820651234,,1266-6912,
111077820652250,,1329-3397,
111077820652262,,1392-4656,
111077820652266,,1406-4162,
111077820652280,,1423-3991,1019-2174
111077820652288,,1426-3513,
111077820652292,,1430-1458,
111077820652302,,1431-4282,
111077820652304,,1431-5688,
111077820652306,,1433-2914,
111077820652308,,1433-349X,
111077820652310,,1433-612X,
111077820653314,,1434-324X,1614-3442
111077820653320,,1435-8255,
111077820653326,,1436-3372,
111077820653330,,1437-1545,
111077820653332,,1437-2703,
111077820653336,,1437-3777,
111077820653344,,1438-2482,
111077820653348,,1438-4132,
111077820653350,,1438-4353,
111077820653356,,1438-9339,1610-546X
111077820653358,,1439-216X,
111077820653360,,1439-6459,
111077820654380,,1468-8158,
111077820654388,,1506-6150,
111077820654392,,1516-5124,
111077820654400,,1561-2791,1605-8496
111077820654402,,1561-4565,1725-2849
111077820654410,,1575-8435,
111077820654412,,1576-1185,
111077820654424,,1610-0883,
111077820654426,,1610-0891,
111077820654428,,1610-4412,
111077820654440,,1615-6080,
111077820654442,,1615-6811,
111077820655446,,1616-0347,
111077820655448,,1616-2757,
111077820655450,,1616-6396,
111077820655452,,1616-6515,
111077820655460,,1617-4658,
111077820655462,,1617-6073,
111077820655468,,1619-3679,1619-7402
111077820655470,,1619-3687,
111077820655474,,1680-0826,
111079930554010,,0972-2696,0974-0198
111079930561014,,1451-3617,
111079962190000,,1471-4418,1475-1534
111079962192014,,1741-9409,
111080182818004,,1477-738X,
111080182820008,,1547-6723,
111080189088000,,0035-0052,
111080189090004,,1405-9657,
111080202751002,,1475-0724,
111080286130000,,1173-1966,
111082135092000,,1048-2369,
111082135092004,,1472-9490,
111082135093060,,1650-108X,
111082404608028,,1619-9073,
111082654853046,,1650-1969,
111082997480006,,1548-9124,1548-9450
111084970193006,,0972-6691,2320-4745
111085412070004,,1660-5225,
111085436324048,,1728-0583,1728-0591
111085671616000,,1037-0552,
111085673250000,,1039-0626,
111085676208000,,1324-7271,
111085757702006,,1329-9263,
111085757702010,,1442-8784,
111085757702014,,1444-8483,
111086125838000,,0304-4793,1303-6289
111086125838012,,1119-5096,
111086125838022,,1413-7372,1807-0329
111086125839032,,1499-7185,
111086125839034,,1519-3829,1806-9304
111086125839056,,1676-0603,1676-0611
111086125839064,,1705-6411,
111087580655002,,1420-2530,1778-3631
111087867124000,,1038-846X,1839-2741
111087911598000,,1405-1109,
111087929276000,,1348-589X,1349-0923
111088194417012,,0250-6378,
111088194421050,,1025-4374,
111088194423068,,1345-3041,
111088194447138,,1532-043X,
111088194460404,,1550-3232,
111088194462548,,1550-4085,
111088194988020,,0123-885X,
111088195031042,,0213-0718,
111088195161124,,0768-598X,1961-9480
111088195186148,,0913-0977,1884-7595
111088195186150,,0915-5988,1884-4995
111088195186152,,0915-7506,
111088195186158,,0917-5105,1884-4316
111088195186162,,0918-0621,2432-101X
111088195194208,,1027-9148,
111088195218232,,1108-1430,
111088195219258,,1132-9572,1699-776X
111088195219272,,1139-1219,
111088195222302,,1226-332X,
111088195223330,,1286-5559,1776-2820
111088195223332,,1287-258X,1776-2839
111088195224376,,1340-766X,1883-0455
111088195224378,,1340-9476,
111088195225408,,1344-8447,2186-6376
111088195225410,,1344-9478,1884-2763
111088195227462,,1402-1501,1402-151X
111088195229502,,1437-4072,
111088195234626,,1480-8781,
111088195268822,,1545-6595,
111088195274170,,1547-4348,
111088195274186,,1547-5190,
111088195277412,,1548-2375,2165-5790
111088195282748,,1549-7038,
111088195287046,,1550-4794,2332-5569
111088195287050,,1550-4816,
111088195289176,,1550-5499,
111088195289178,,1550-5502,
111088195289222,,1550-5723,
111088195290264,,1560-5876,2079-3146
111088195291282,,1576-0367,
111088195291310,,1606-2000,
111088195291314,,1608-2486,
111088195292350,,1681-1658,
111088195302620,,1708-3990,1711-4306
111088195302678,,1701-5081,1709-7967
111088195303714,,1709-8599,
111088195303718,,1709-8661,
111088196198072,,0326-7474,
111088196339184,,0917-8090,1884-4448
111088196397338,,1128-6598,1126-0319
111088196399358,,1175-6543,
111088196431440,,1331-6443,
111088196431444,,1340-3141,
111088196431446,,1340-895X,
111088196431454,,1342-6133,2185-744X
111088196431460,,1344-1922,
111088196432472,,1344-9796,2186-6368
111088196432476,,1345-4110,0287-6162
111088196432480,,1345-5354,2186-9634
111088196439562,,1410-7767,
111088196439572,,1415-854X,
111088196440590,,1431-8202,
111088196442640,,1471-8138,
111088196443654,,1473-9348,
111088196478712,,1515-9825,
111088196478722,,1518-9740,
111088196493872,,1545-4541,
111088196493902,,1546-0657,
111088196498174,,1547-4607,
111088196499232,,1548-212X,
111088196499262,,1549-2028,
111088196500348,,1550-6207,2375-5385
111088196501350,,1550-6215,
111088196501412,,1550-6525,
111088196501414,,1550-6533,
111088196504542,,1609-0985,2199-4757
111088196506642,,1684-033X,
111088197690114,,1272-9949,
111088197763288,,1550-6908,
111088197764388,,1550-7432,
111088197765428,,1608-0610,1012-5329
111088197784572,,1709-5638,
111088197785602,,1729-0783,
111088197785614,,1760-1703,1950-6988
111088198855050,,1044-6508,
111088199613022,,0494-1373,
111088199635056,,1027-0221,
111088199744090,,1085-6641,
111088523280000,,1681-1208,
111088542160058,,1358-0574,1759-7382
111088542161064,,1362-5276,
111088542174130,,1479-9189,2052-2924
111088542181148,,1571-9995,
111089136844026,,1740-5866,
111089318464004,,1039-4184,
111090259136000,,1678-7757,1678-7765
111090546755000,,1548-419X,
111090717300000,,0123-7047,
111090717302002,,1576-9887,1578-8857
111090717303010,,1665-5060,
111090718420000,,1728-0184,
111090719797000,,1472-5428,
111091039863010,,1705-4583,
111091039864014,SCHOOLASS,1811-9123,
111091820270000,,1445-9124,
111092941545002,,1399-4549,
111092941545004,,1420-2131,
111092941545010,,1676-2649,1980-5365
111093034294020,,1025-9848,2071-9736
111093034299032,,1117-9686,
111093034299044,,1301-0883,1339-3886
111093034300052,,1325-670X,
111093034301066,,1441-2551,
111093034302084,,1447-4999,
111093034302086,,1448-0131,
111093034302096,,1470-5664,
111093034302098,,1473-2114,
111093034303106,,1474-7359,
111093034303112,,1479-4489,
111093034303114,,1479-5248,2052-2835
111093034305126,,1538-0696,
111093034306134,,1682-5055,
111093034306136,,1708-1890,
111093034306138,,1741-1645,1759-779X
111093368815022,,0212-9205,
111093368816026,,0327-6716,1851-7951
111093368820044,,0913-8013,2424-2500
111093368825072,,1135-3848,
111093368826082,,1318-1874,
111093368827092,,1413-0394,1981-1330
111093368827098,,1454-797X,2286-0525
111093368829116,,1560-8255,
111093463275010,,1030-1046,
111093463276032,,1443-3117,
111093463276034,,1446-9294,
111093463393016,,1320-5692,
111093463393018,,1327-0311,
111093463394024,,1445-2294,2200-775X
111093463394026,,1445-8918,
111093463528014,,1039-4788,
111093463528016,,1325-2224,2202-4883
111093463529040,,1448-7527,1836-7399
111093463817018,,1441-5151,
111093463817026,,1448-7535,
111093987000002,,1415-4366,1807-1929
111093987000006,,1561-0888,
111096300949000,,0717-4623,
111096300951002,,1025-9689,
111097265030002,,1322-7084,1445-3118
111097265030012,,1446-0084,1448-9406
111097265030014,,1446-3016,
111097265030016,,1446-6899,
111097265030020,,1446-9995,1447-0004
111097776600000,,1474-7782,1940-218X
111098465955002,,1743-1913,
111098724277000,,1552-2024,1937-6987
111098734852000,,1742-6774,
111098844738000,,1176-4716,
111098974050000,,0864-0394,2078-8452
111099108186004,,1351-1297,2051-3097
991042723364556,,0036-9918,
991042723366590,,0038-7169,
991042723371684,,0043-4205,
991042723381974,,0082-8882,
991042723382990,,0083-0585,
991042723388260,,0096-4301,
991042723397722,,0124-0064,
991042723402950,,0161-5173,
991042723405028,,0187-182X,
991042723405034,,0188-431X,
991042723409242,,0196-965X,
991042723409246,,0196-9927,
991042723412354,,0213-6228,
991042723414480,,0258-0683,
991042723420792,,0298-7538,
991042723431242,,0364-5886,
991042723441666,,0421-4706,
991042723443796,,0493-4423,
991042723453366,,0737-8769,
991042723463988,,0885-5862,
991042723465030,,0887-4964,
991042723469176,,0911-7717,
991042723473334,,1001-8395,
991042723473336,,1001-8956,
991042723473348,,1003-2843,
991042723473364,,1004-3918,
991042723473378,,1006-4125,
991042723474380,,1006-4176,
991042723474382,,1006-6837,
991042723474384,,1006-7302,
991042723474386,,1007-1180,
991042723474390,,1007-3264,
991042723474392,,1007-3817,
991042723474394,,1007-7405,
991042723474400,,1008-4177,
991042723474406,,1009-2587,
991042723475450,,1019-8555,
991042723475478,,1023-1765,
991042723475486,,1024-2708,2226-8707
991042723475488,,1024-2805,
991042723481766,,1102-3007,
991042723484952,,1139-9759,
991042723492372,,1340-2277,
991042723492384,,1342-0364,
991042723493434,,1344-848X,
991042723493448,,1345-661X,
991042723496636,,1404-6091,
991042723496652,,1405-8626,
991042723507196,,1497-3715,
991042723508248,,1510-0839,
991042723509356,,1517-4115,
991042723510386,,1523-9888,
991042723510412,,1527-6538,
991042723511460,,1527-9359,
991042723512556,,1528-0217,
991042723520054,,1528-3593,
991042723523330,,1528-5804,
991042723525430,,1528-6487,
991042723526546,,1528-7254,
991042723528692,,1528-8129,
991042723530836,,1528-9370,
991042723540490,,1529-3556,
991042723546978,,1529-6903,
991042723548034,,1529-7276,
991042723554516,,1530-0323,
991042723555586,,1530-079X,
991042723555598,,1530-0927,
991042723555604,,1530-0951,
991042723557754,,1530-1893,
991042723560954,,1530-3012,
991042723562014,,1530-3314,
991042723574982,,1530-9495,
991042723577150,,1531-0574,
991042723585758,,1531-4448,
991042723586798,,1531-4677,
991042723593286,,1531-7900,
991042723594316,,1531-8079,
991042723594322,,1531-8125,2372-8574
991042723595412,,1532-0421,
991042723595414,,1532-0448,
991042723596472,,1532-0871,
991042723605074,,1532-558X,
991042723606096,,1532-5695,
991042723608256,,1532-6721,
991042723609330,,1532-737X,
991042723609370,,1532-8090,
991042723616894,,1535-3583,
991042723620170,,1541-0269,
991042723622292,,1563-4183,
991042723623336,,1575-734X,
991042723624428,,1680-0893,
991042724178036,,0002-0117,
991042724200620,,0022-0914,
991042724218128,,0034-6616,
991042724223242,,0038-7177,
991042724236714,,0066-3727,
991042724237744,,0067-1908,
991042724255514,,0082-1527,
991042724257596,,0083-1964,
991042724272486,,0091-1933,
991042724290560,,0161-2913,
991042724296968,,0211-321X,
991042724308664,,0317-0217,
991042724312894,,0350-0330,
991042724317140,,0363-597X,
991042724317144,,0363-6208,
991042724350270,,0500-2818,
991042724351292,,0501-4670,
991042724363124,,0536-1036,
991042724369574,,0553-2779,
991042724374896,,0565-4688,
991042724395226,,0898-3917,
991042724396274,,1010-4585,
991042724397346,,1049-8885,
991042724399406,,0067-320X,
991042724399408,,1423-7083,
991042725033396,,0035-0974,
991042725033398,,0035-483X,
991042725034454,,0038-4976,
991042725044914,,0078-4931,
991042725045964,,0081-3052,
991042725082312,,0093-6499,
991042725083356,,0093-6804,
991042725095128,,0094-5684,
991042725114418,,0095-7836,
991042725117612,,0096-8854,
991042725121916,,0097-7977,
991042725122972,,0097-8639,
991042725165640,,0287-7805,
991042725167794,,0301-8296,
991042725169906,,0302-0096,
991042725174172,,0302-6345,
991042725184932,,0304-2049,
991042725215850,,0360-053X,
991042725215862,,0360-0742,
991042725237264,,0366-564X,
991042725237266,,0366-7227,
991042725237268,,0366-726X,
991042725237270,,0366-7464,
991042725237272,,0367-6323,
991042725256504,,0385-6577,
991042725256524,,0389-8636,
991042725260772,,0441-084X,
991042725274734,,0566-7127,
991042725283274,,0704-0946,
991042725288600,,1015-8995,
991042725288604,,1019-6684,
991042725903412,,0041-5979,
991042725905498,,0049-1675,
991042725908660,,0075-3254,
991042725919212,,0130-9773,
991042725929900,,0145-4471,
991042725950242,,0147-2216,
991042725965300,,0148-186X,
991042725969578,,0148-4338,
991042725974916,,0148-7868,
991042725977044,,0148-9283,
991042726019798,,0163-4674,
991042726041186,,0192-8031,
991042726046534,,0193-6387,
991042726046544,,0193-6514,
991042726058330,,0197-8373,
991042726060470,,0249-7042,
991042726061492,,0250-6599,
991042726062580,,0254-5985,
991042726063616,,0257-9359,
991042726065756,,0287-5772,
991042726066790,,0388-8096,
991042726095372,,0362-7004,
991042726124218,,0379-1149,
991042726128490,,0385-180X,
991042726128496,,0385-2334,
991042726129524,,0385-8642,
991042726129554,,0387-0707,
991042726129562,,0387-3064,
991042726129576,,0388-2098,
991042726144528,,0575-3031,
991042726158396,,0887-4832,
991042726159480,,1010-3627,
991042726160542,,1023-8786,
991042726857420,,0126-7272,
991042726875342,,0192-2866,
991042726884898,,0196-7878,
991042726898748,,0214-8846,
991042726912602,,0270-8906,
991042726925438,,0272-6041,
991042726934010,,0275-200X,
991042726945752,,0277-2205,
991042726946828,,0277-3570,
991042726957560,,0278-7695,
991042726959716,,0301-2859,
991042726962886,,0331-278X,
991042726967088,,0364-1252,
991042726967106,,0364-510X,
991042726967132,,0369-5719,
991042726969204,,0379-7384,
991042726970284,,0385-2466,
991042726971348,,0389-9918,
991042726972420,,0424-6829,
991042726974492,,0481-2581,
991042726976694,,0566-7186,
991042726979878,,0704-514X,
991042726994906,,0820-8301,
991042726999144,,0919-7214,
991042727001234,,1001-246X,
991042727001236,,1001-3474,
991042727001244,,1001-8972,
991042727001258,,1003-2053,
991042727001276,,1004-7859,
991042727002290,,1006-0995,
991042727002294,,1006-1576,
991042727002320,,1007-7588,
991042727003362,,1011-5714,
991042727004416,,1029-0206,
991042727007626,,1119-0221,
991042727009716,,1124-9137,
991042727009728,,1133-0600,
991042727013006,,1344-8013,
991042727014010,,1344-8463,
991042727022562,,1533-0915,
991042727024762,,1533-2063,
991042727025802,,1533-2306,
991042727025826,,1533-2454,
991042727025836,,1533-2535,
991042727027956,,1533-3264,
991042727034412,,1533-628X,
991042727035546,,1533-7006,1548-7822
991042727037670,,1533-7812,
991042727038770,,1533-8509,
991042727043034,,1534-0295,
991042727043064,,1534-0473,2162-5654
991042727044118,,1534-083X,
991042727045178,,1534-1178,
991042727045188,,1534-1224,
991042727048416,,1534-2956,
991042727048420,,1534-2980,
991042727055998,,1534-6978,
991042727062436,,1534-9985,
991042727065690,,1535-1505,
991042727065722,,1535-1726,
991042727066782,,1535-2102,
991042727068902,,1535-2889,
991042727071070,,1535-4105,
991042727073286,,1535-5438,
991042727078652,,1535-7848,
991042727079744,,1535-8402,
991042727080774,,1535-8593,
991042727084032,,1536-0431,
991042727087216,,1536-1780,
991042727087258,,1536-2086,
991042727087266,,1536-2124,
991042727087268,,1536-2132,
991042727094788,,1536-5441,
991042727095854,,1536-5808,
991042727099114,,1536-7479,
991042727102352,,1536-9110,
991042727104504,,1537-0216,1937-7444
991042727108816,,1537-2278,
991042727109904,,1537-2987,
991042727110994,,1537-3479,
991042727114204,,1537-4696,
991042727118572,,1554-6756,1554-6764
991042727121756,,1537-8276,
991042727127208,,1538-2273,
991042727130448,,1595-1413,
991042727963022,,0211-979X,
991042727964132,,0219-614X,
991042727965158,,0226-5761,
991042727968370,,0258-3224,
991042727976796,,0287-4903,
991042727981034,,0353-6807,
991042727983152,,0379-2056,
991042727983154,,0379-2110,
991042727985242,,0388-6913,
991042727985260,,0389-9535,
991042727989494,,0529-6544,
991042727990554,,0549-5202,
991042727991652,,0586-9749,
991042727994896,,0717-7704,0717-7712
991042728001270,,0731-4450,
991042728010924,,0732-8230,
991042728017366,,0734-0796,
991042728020582,,0734-6581,
991042728025948,,0735-8555,
991042728042010,,0873-9781,
991042728044130,,0914-0271,
991042728044138,,0917-2599,
991042728045190,,0944-5560,
991042728045194,,0945-9790,
991042728048342,,1000-4254,
991042728048344,,1000-4734,
991042728048346,,1000-4874,
991042728048350,,1000-7369,
991042728048356,,1001-3695,
991042728048364,,1001-6791,
991042728048372,,1002-2392,
991042728048382,,1003-0107,
991042728049406,,1004-8200,
991042728049432,,1005-9857,
991042728049444,,1006-530X,
991042728050448,,1007-0206,
991042728050468,,1007-7022,
991042728050486,,1008-214X,
991042728050492,,1008-4622,
991042728050496,,1008-5599,
991042728050504,,1009-1327,
991042728050514,,1009-3826,
991042728050518,,1009-3850,
991042728051540,,1009-8003,
991042728051582,,1016-5169,1308-4488
991042728051590,,1017-1355,
991042728054768,,1058-9058,
991042728055838,,1110-4902,
991042728059010,,1138-7432,
991042728059050,,1174-4618,1174-5401
991042728067618,,1341-8726,
991042728067640,,1343-3954,
991042728067656,,1344-4174,
991042728068740,,1346-5880,
991042728068742,,1346-602X,
991042728068754,,1346-9894,
991042728069782,,1362-1971,2056-6069
991042728071888,,1392-1274,
991042728078392,,1415-8167,1982-1131
991042728079434,,1422-9102,1422-3058
991042728081562,,1437-1413,
991042728083662,,1446-5604,
